order_item_id,order_id,product_key,quantity,price_at_purchase
86,36,56,2,153085.38
87,36,107,2,33391.06
88,37,224,1,180566.69
89,37,383,2,183812.28
90,37,86,1,31662.6
91,38,360,1,24260.58
92,38,352,1,195040.51
93,38,395,0,124226.7
94,39,89,3,200852.0
95,40,10,1,228921.75
96,40,32,2,129254.32
97,41,181,3,166139.86
98,41,100,1,196105.0
99,41,391,1,49496.26
100,41,389,1,223901.84
101,42,183,2,182249.1
102,42,36,3,33385.5
103,42,38,3,108041.96
104,43,37,1,46157.25
105,43,309,3,108356.35
106,43,47,3,152134.58
107,43,31,3,213222.88
108,44,399,2,117465.54
109,44,327,3,93962.55
110,44,118,2,88084.04
111,44,38,1,108041.96
112,45,315,3,92353.85
113,45,343,1,55072.92
114,45,41,1,77155.11
115,45,121,3,72624.12
116,46,366,3,135643.25
117,46,195,1,92189.19
118,46,3,3,7526.8
119,46,150,1,180012.96
120,47,296,3,68855.2
121,48,306,3,17520.5
122,48,88,3,101192.35
123,48,162,1,52286.3
124,49,42,3,122256.45
125,49,161,1,98450.34
126,49,120,3,146292.08
127,49,133,3,75132.07
128,50,159,3,77121.65
129,50,59,1,161932.27
130,50,120,1,146292.08
131,51,113,2,195996.61
132,51,62,3,47437.51
133,51,172,3,156618.46
134,51,3,3,7526.8
135,52,148,3,206362.87
136,52,378,1,257676.08
137,53,308,2,70851.91
138,53,224,1,180566.69
139,53,36,2,33385.5
140,54,19,2,146352.25
141,54,67,2,97379.9
142,54,161,2,98450.34
143,55,393,1,22998.42
144,55,236,1,182898.47
145,55,228,3,51706.06
146,55,75,2,109608.7
147,56,40,1,244240.57
148,56,377,2,127215.62
149,56,318,3,57516.99
150,57,57,1,131451.16
151,57,142,2,85943.57
152,57,383,1,183812.28
153,58,105,2,171327.72
154,58,13,3,184860.08
155,58,81,3,10899.5
156,58,185,3,222877.27
157,59,262,3,111472.85
158,59,308,3,70851.91
159,60,281,1,89826.4
160,61,67,1,97379.9
161,61,42,1,122256.45
162,61,274,1,54686.32
163,61,83,3,227727.93
164,62,56,1,153085.38
165,63,378,2,257676.08
166,63,276,2,23971.0
167,63,91,2,102944.04
168,64,388,2,256305.09
169,65,395,3,124226.7
170,66,165,2,75464.21
171,66,238,3,16422.19
172,66,345,2,3634.44
173,66,372,2,129635.61
174,67,271,2,39127.12
175,67,365,2,116653.08
176,67,98,2,185562.02
177,68,23,2,113409.53
178,68,33,1,28473.0
179,68,386,3,80116.96
180,68,360,1,24260.58
181,69,370,2,29783.24
182,69,219,1,194332.13
183,70,55,1,63638.65
184,70,179,1,72910.11
185,70,342,1,176733.9
186,71,307,3,50519.78
187,71,248,3,181994.22
188,71,357,3,175127.82
189,71,388,3,256305.09
190,72,69,1,4305.21
191,73,378,2,257676.08
192,74,122,3,193564.32
193,74,231,2,169920.09
194,75,323,2,27190.12
195,75,373,3,38418.12
196,76,88,1,101192.35
197,76,340,3,165052.47
198,76,167,3,17448.92
199,76,43,1,114531.37
200,77,224,1,180566.69
201,77,383,1,183812.28
202,77,223,2,133823.09
203,78,244,1,8123.81
204,78,360,1,24260.58
205,78,115,2,58008.8
206,79,10,1,228921.75
207,79,374,2,12526.67
208,79,211,2,4061.75
209,79,391,3,49496.26
210,80,354,2,33934.36
211,80,123,2,130947.34
212,80,137,3,134221.1
213,81,298,1,22913.44
214,81,219,3,194332.13
215,81,112,1,3039.37
216,81,389,2,223901.84
217,82,226,1,102863.17
218,83,264,3,92901.53
219,84,12,1,25200.8
220,84,151,1,137308.73
221,84,40,3,244240.57
222,84,287,1,22255.08
223,85,48,1,132286.45
224,85,192,3,43441.24
225,85,223,1,133823.09
226,86,68,2,2885.59
227,86,220,1,107337.51
228,86,327,2,93962.55
229,86,244,3,8123.81
230,87,246,2,155067.32
231,87,366,1,135643.25
232,88,53,1,178807.02
233,88,349,2,20709.51
234,88,262,3,111472.85
235,88,170,3,36052.22
236,89,47,2,152134.58
237,89,38,1,108041.96
238,90,115,2,58008.8
239,90,86,2,31662.6
240,90,301,1,112144.59
241,91,373,3,38418.12
242,91,82,2,102874.79
243,92,187,2,48772.65
244,93,238,1,16422.19
245,93,285,1,36376.55
246,93,161,2,98450.34
247,94,398,2,79202.64
248,94,145,3,163994.77
249,95,376,3,204960.25
250,95,167,3,17448.92
251,95,14,1,89932.3
252,96,324,2,88809.05
253,96,28,2,98230.78
254,96,370,3,29783.24
255,96,302,3,127736.26
256,97,165,1,75464.21
257,97,2,2,149267.73
258,97,219,2,194332.13
259,97,353,3,89374.69
260,98,374,2,12526.67
261,98,373,2,38418.12
262,98,89,2,200852.0
263,98,137,2,134221.1
264,99,141,1,88692.92
265,99,94,2,211083.87
266,100,280,2,154590.14
267,101,248,2,181994.22
268,101,328,2,28340.81
269,102,246,2,155067.32
270,102,297,1,67730.03
271,102,299,3,203148.18
272,102,255,3,120947.33
273,103,142,3,85943.57
274,103,304,1,161992.8
275,103,26,1,38469.74
276,104,270,1,94124.72
277,104,234,2,134417.8
278,104,148,2,206362.87
279,105,387,1,60812.16
280,105,318,2,57516.99
281,105,65,3,189259.53
282,105,291,1,103671.46
283,106,154,2,211291.85
284,106,90,3,223688.38
285,106,395,1,124226.7
286,107,327,3,93962.55
287,108,137,1,134221.1
288,108,236,1,182898.47
289,109,246,1,155067.32
290,109,224,1,180566.69
291,109,61,3,189942.13
292,110,53,1,178807.02
293,110,356,3,193708.01
294,110,342,3,176733.9
295,111,376,1,204960.25
296,111,137,3,134221.1
297,111,193,3,83074.26
298,112,293,1,115807.73
299,112,141,2,88692.92
300,112,222,2,15887.34
301,112,94,3,211083.87
302,113,228,3,51706.06
303,113,347,2,137186.09
304,113,198,2,169603.47
305,114,265,1,39650.36
306,115,272,3,62763.18
307,115,393,3,22998.42
308,116,385,2,237554.64
309,116,270,3,94124.72
310,117,383,3,183812.28
311,117,180,1,215596.8
312,118,315,2,92353.85
313,118,313,1,-1000.0
314,119,87,2,45719.31
315,120,165,3,75464.21
316,120,322,3,130758.24
317,120,216,1,65676.87
318,121,20,2,182631.87
319,121,43,1,114531.37
320,121,204,3,188978.74
321,121,193,3,83074.26
322,122,259,1,267553.37
323,123,75,3,109608.7
324,123,42,1,122256.45
325,124,214,1,146526.82
326,124,107,3,33391.06
327,125,91,3,102944.04
328,125,211,3,4061.75
329,125,115,1,58008.8
330,126,69,2,4305.21
331,126,75,2,109608.7
332,126,76,3,105147.62
333,126,12,3,25200.8
334,127,192,3,43441.24
335,127,188,2,35013.84
336,128,183,3,182249.1
337,128,187,1,48772.65
338,129,329,1,174721.07
339,129,137,2,134221.1
340,130,291,1,103671.46
341,131,115,2,58008.8
342,131,214,1,146526.82
343,131,271,3,39127.12
344,131,299,3,203148.18
345,132,251,2,107136.01
346,132,118,2,88084.04
347,132,224,2,180566.69
348,132,306,1,17520.5
349,133,37,0,46157.25
350,133,343,3,55072.92
351,133,362,1,14481.09
352,134,270,1,94124.72
353,134,223,3,133823.09
354,135,79,2,117712.55
355,136,6,2,136605.61
356,136,118,1,88084.04
357,137,13,3,184860.08
358,137,112,1,3039.37
359,138,303,1,80733.63
360,138,321,3,157890.36
361,138,375,1,31576.35
362,139,367,3,228694.37
363,139,274,2,54686.32
364,139,16,3,130664.31
365,139,13,1,184860.08
366,140,312,1,213856.86
367,141,129,1,21632.52
368,141,316,3,3769.9
369,141,25,2,56365.36
370,141,343,1,55072.92
371,142,165,3,75464.21
372,143,130,2,169159.49
373,143,20,3,182631.87
374,143,309,3,108356.35
375,144,378,1,257676.08
376,144,342,1,176733.9
377,144,210,2,97334.98
378,144,69,3,4305.21
379,145,264,2,92901.53
380,145,183,2,182249.1
381,145,327,3,93962.55
382,145,63,1,159567.98
383,146,388,2,256305.09
384,147,3,1,7526.8
385,147,335,1,62446.33
386,147,37,3,46157.25
387,148,352,1,195040.51
388,148,213,3,16785.14
389,149,53,2,178807.02
390,149,305,3,198015.99
391,149,121,2,72624.12
392,149,320,3,172820.69
393,150,97,3,124701.15
394,151,38,2,108041.96
395,152,105,3,171327.72
396,152,120,2,146292.08
397,152,84,1,42005.69
398,153,129,3,21632.52
399,153,99,2,67013.23
400,153,309,2,108356.35
401,154,373,3,38418.12
402,155,356,3,193708.01
403,155,393,2,22998.42
404,155,303,1,80733.63
405,156,145,3,163994.77
406,156,368,1,209350.37
407,156,242,3,51496.32
408,157,40,1,244240.57
409,157,312,2,213856.86
410,157,159,1,77121.65
411,157,83,3,227727.93
412,158,289,1,93894.4
413,158,107,3,33391.06
414,158,150,2,180012.96
415,159,113,2,195996.61
416,160,76,3,105147.62
417,160,169,3,94973.51
418,160,129,2,21632.52
419,160,32,2,129254.32
420,161,72,1,123267.08
421,162,47,2,152134.58
422,162,308,2,70851.91
423,162,162,1,52286.3
424,162,180,3,215596.8
425,163,180,3,215596.8
426,163,143,2,187703.44
427,163,41,2,77155.11
428,163,279,1,31093.62
429,164,219,1,194332.13
430,164,278,2,146503.31
431,165,366,2,135643.25
432,165,271,2,39127.12
433,166,399,0,117465.54
434,166,94,1,211083.87
435,166,218,3,172588.85
436,167,386,1,80116.96
437,167,82,2,102874.79
438,167,100,3,196105.0
439,168,89,3,200852.0
440,168,313,1,-1000.0
441,168,150,1,180012.96
442,168,141,3,88692.92
443,169,104,2,59275.63
444,169,324,1,88809.05
445,170,356,2,193708.01
446,170,313,1,-1000.0
447,170,314,0,53745.02
448,170,319,3,38726.82
449,171,53,3,178807.02
450,171,236,3,182898.47
451,171,224,3,180566.69
452,171,276,1,23971.0
453,172,395,1,124226.7
454,172,318,2,57516.99
455,172,352,1,195040.51
456,173,23,2,113409.53
457,174,193,2,83074.26
458,174,56,1,153085.38
459,175,197,1,155218.93
460,175,59,2,161932.27
461,176,68,3,2885.59
462,176,79,3,117712.55
463,177,198,2,169603.47
464,177,365,3,116653.08
465,177,204,3,188978.74
466,178,296,3,68855.2
467,178,287,1,22255.08
468,178,374,1,12526.67
469,178,156,1,100447.5
470,179,98,1,185562.02
471,179,19,1,146352.25
472,179,319,2,38726.82
473,179,145,1,163994.77
474,180,383,3,183812.28
475,181,93,2,85322.12
476,181,372,2,129635.61
477,181,121,3,72624.12
478,181,65,3,189259.53
479,182,351,1,221689.4
480,182,276,3,23971.0
481,182,181,1,166139.86
482,182,37,2,46157.25
483,183,72,2,123267.08
484,183,331,3,137555.3
485,183,376,2,204960.25
486,183,211,2,4061.75
487,184,339,2,10393.21
488,184,267,3,123814.11
489,185,37,2,46157.25
490,186,204,1,188978.74
491,186,236,2,182898.47
492,186,154,3,211291.85
493,187,334,1,146758.91
494,187,198,3,169603.47
495,187,167,3,17448.92
496,187,231,3,169920.09
497,188,168,3,81218.81
498,188,238,3,16422.19
499,189,218,1,172588.85
500,189,377,1,127215.62
501,190,246,1,155067.32
502,191,82,3,102874.79
503,191,178,2,202498.25
504,192,399,2,117465.54
505,192,244,2,8123.81
506,192,6,3,136605.61
507,193,270,3,94124.72
508,193,104,2,59275.63
509,193,177,2,68966.65
510,193,4,3,114946.67
511,194,218,1,172588.85
512,195,181,2,166139.86
513,195,22,2,150862.55
514,195,65,3,189259.53
515,196,254,2,100631.14
516,196,72,3,123267.08
517,196,389,2,223901.84
518,196,306,2,17520.5
519,197,79,3,117712.55
520,198,212,3,167662.05
521,199,388,3,256305.09
522,199,304,2,161992.8
523,199,13,2,184860.08
524,200,356,2,193708.01
525,201,397,3,37758.94
526,201,123,3,130947.34
527,201,368,1,209350.37
528,202,280,1,154590.14
529,202,52,2,193193.24
530,202,386,1,80116.96
531,202,84,2,42005.69
532,203,202,3,161677.95
533,203,302,3,127736.26
534,203,157,3,91158.49
535,204,73,3,226665.36
536,204,157,3,91158.49
537,205,222,2,15887.34
538,206,301,2,112144.59
539,206,299,2,203148.18
540,207,330,1,53581.46
541,208,397,2,37758.94
542,209,188,1,35013.84
543,209,69,1,4305.21
544,210,295,1,154948.76
545,210,95,1,49700.64
546,211,86,3,31662.6
547,212,352,2,195040.51
548,213,170,2,36052.22
549,213,19,2,146352.25
550,213,236,3,182898.47
551,214,177,3,68966.65
552,214,46,2,118724.75
553,215,115,2,58008.8
554,215,99,2,67013.23
555,216,214,2,146526.82
556,216,362,2,14481.09
557,217,203,3,160317.19
558,217,89,3,200852.0
559,218,118,2,88084.04
560,218,376,2,204960.25
561,219,230,1,99627.55
562,219,261,1,79486.07
563,219,174,3,117478.08
564,219,280,3,154590.14
565,220,362,3,14481.09
566,220,204,2,188978.74
567,220,51,1,93241.8
568,220,152,3,184290.03
569,221,82,3,102874.79
570,222,31,3,213222.88
571,223,107,2,33391.06
572,223,231,2,169920.09
573,223,162,2,52286.3
574,224,130,3,169159.49
575,224,8,3,187839.72
576,225,87,1,45719.31
577,225,294,2,193211.61
578,225,180,2,215596.8
579,226,32,1,129254.32
580,226,85,3,114181.68
581,226,62,3,47437.51
582,226,398,1,79202.64
583,227,115,1,58008.8
584,228,260,1,213378.12
585,228,84,1,42005.69
586,228,322,3,130758.24
587,228,85,3,114181.68
588,229,206,1,126816.6
589,229,242,3,51496.32
590,230,374,1,12526.67
591,231,274,3,54686.32
592,231,23,1,113409.53
593,231,31,2,213222.88
594,232,73,1,226665.36
595,232,155,3,48337.64
596,232,84,3,42005.69
597,232,45,1,139853.99
598,233,38,2,108041.96
599,233,322,3,130758.24
600,233,155,3,48337.64
601,234,383,1,183812.28
602,234,320,2,172820.69
603,234,325,1,76663.93
604,235,338,1,90146.38
605,235,120,1,146292.08
606,235,38,1,108041.96
607,236,160,2,116411.44
608,236,45,3,139853.99
609,236,301,2,112144.59
610,236,151,2,137308.73
611,237,139,1,95013.28
612,238,244,1,8123.81
613,238,274,2,54686.32
614,238,216,2,65676.87
615,239,224,3,180566.69
616,239,345,1,3634.44
617,240,137,1,134221.1
618,240,83,0,227727.93
619,240,399,1,117465.54
620,240,366,3,135643.25
621,241,340,1,165052.47
622,241,69,1,4305.21
623,241,40,2,244240.57
624,241,239,1,91749.05
625,242,42,2,122256.45
626,242,316,3,3769.9
627,243,172,2,156618.46
628,243,129,2,21632.52
629,243,230,2,99627.55
630,243,228,2,51706.06
631,244,236,2,182898.47
632,244,386,3,80116.96
633,245,388,2,256305.09
634,245,132,1,111446.24
635,245,87,2,45719.31
636,246,17,3,187307.96
637,246,174,1,117478.08
638,246,145,3,163994.77
639,247,202,3,161677.95
640,247,385,2,237554.64
641,248,366,1,135643.25
642,248,279,3,31093.62
643,249,175,1,48836.92
644,249,190,3,-1000.0
645,249,320,1,172820.69
646,250,200,3,133017.26
647,250,43,2,114531.37
648,250,183,2,182249.1
649,251,303,1,80733.63
650,252,334,1,146758.91
651,253,310,3,170497.76
652,254,324,2,88809.05
653,254,302,1,127736.26
654,255,152,2,184290.03
655,255,66,1,185456.68
656,255,319,1,38726.82
657,256,280,2,154590.14
658,257,155,1,48337.64
659,257,298,3,22913.44
660,258,97,3,124701.15
661,258,66,1,185456.68
662,258,185,2,222877.27
663,259,35,1,120078.64
664,259,329,2,174721.07
665,259,373,1,38418.12
666,260,132,3,111446.24
667,260,19,1,146352.25
668,260,100,3,196105.0
669,260,52,1,193193.24
670,261,229,1,20447.16
671,261,129,2,21632.52
672,262,380,2,129190.02
673,262,331,3,137555.3
674,263,332,3,247371.04
675,263,368,2,209350.37
676,263,42,3,122256.45
677,263,152,1,184290.03
678,264,210,1,97334.98
679,264,267,1,123814.11
680,264,190,1,-1000.0
681,265,36,3,33385.5
682,265,8,2,187839.72
683,266,259,3,267553.37
684,266,23,2,113409.53
685,266,81,2,10899.5
686,266,15,3,143957.3
687,267,122,1,193564.32
688,267,152,2,184290.03
689,267,121,3,72624.12
690,267,223,2,133823.09
691,268,132,3,111446.24
692,268,70,1,92203.48
693,268,89,2,200852.0
694,268,45,3,139853.99
695,269,177,1,68966.65
696,269,272,3,62763.18
697,269,46,1,118724.75
698,270,182,2,35037.64
699,270,340,2,165052.47
700,270,33,1,28473.0
701,270,274,3,54686.32
702,271,202,2,161677.95
703,271,89,2,200852.0
704,271,257,3,7609.62
705,271,252,3,186098.96
706,272,349,1,20709.51
707,272,252,3,186098.96
708,272,234,1,134417.8
709,272,331,2,137555.3
710,273,192,1,43441.24
711,273,320,2,172820.69
712,274,172,3,156618.46
713,274,145,1,163994.77
714,274,310,1,170497.76
715,275,223,2,133823.09
716,275,259,2,267553.37
717,276,339,3,10393.21
718,276,214,3,146526.82
719,276,278,3,146503.31
720,276,353,2,89374.69
721,277,47,2,152134.58
722,278,393,2,22998.42
723,278,53,1,178807.02
724,279,396,1,103196.96
725,279,200,1,133017.26
726,279,123,1,130947.34
727,279,15,3,143957.3
728,280,301,3,112144.59
729,281,81,3,10899.5
730,281,316,2,3769.9
731,281,99,3,67013.23
732,282,387,1,60812.16
733,282,252,2,186098.96
734,283,202,3,161677.95
735,283,376,1,204960.25
736,283,318,1,57516.99
737,284,94,3,211083.87
738,284,251,3,107136.01
739,284,282,1,44757.51
740,284,345,3,3634.44
741,285,32,3,129254.32
742,285,315,2,92353.85
743,286,66,2,185456.68
744,286,375,1,31576.35
745,286,224,2,180566.69
746,286,295,2,154948.76
747,287,188,2,35013.84
748,287,165,2,75464.21
749,287,123,1,130947.34
750,287,386,3,80116.96
751,288,174,1,117478.08
752,288,70,3,92203.48
753,288,188,3,35013.84
754,289,295,3,154948.76
755,290,332,2,247371.04
756,290,262,2,111472.85
757,291,396,1,103196.96
758,291,238,3,16422.19
759,291,378,1,257676.08
760,291,25,1,56365.36
761,292,342,2,176733.9
762,292,155,2,48337.64
763,293,132,3,111446.24
764,293,399,3,117465.54
765,293,254,2,100631.14
766,293,145,3,163994.77
767,294,62,1,47437.51
768,294,90,3,223688.38
769,294,187,2,48772.65
770,294,320,2,172820.69
771,295,85,1,114181.68
772,296,332,3,247371.04
773,296,312,2,213856.86
774,296,240,1,37718.61
775,297,368,1,209350.37
776,297,218,3,172588.85
777,297,351,3,221689.4
778,297,104,3,59275.63
779,298,377,3,127215.62
780,298,212,2,167662.05
781,298,327,3,93962.55
782,298,301,2,112144.59
783,299,322,3,130758.24
784,299,231,3,169920.09
785,300,61,1,189942.13
786,300,319,2,38726.82
787,300,129,2,21632.52
788,301,389,1,223901.84
789,302,96,1,65773.58
790,302,236,3,182898.47
791,302,165,3,75464.21
792,303,321,3,157890.36
793,304,274,1,54686.32
794,305,216,2,65676.87
795,305,56,3,153085.38
796,306,267,3,123814.11
797,306,240,1,37718.61
798,307,301,3,112144.59
799,307,84,1,42005.69
800,307,156,3,100447.5
801,307,208,1,58440.67
802,308,179,1,72910.11
803,308,379,1,193559.0
804,309,197,1,155218.93
805,309,42,2,122256.45
806,310,267,3,123814.11
807,311,399,2,117465.54
808,312,357,1,175127.82
809,313,87,3,45719.31
810,313,69,1,4305.21
811,313,244,2,8123.81
812,313,351,3,221689.4
813,314,68,1,2885.59
814,315,351,1,221689.4
815,315,65,3,189259.53
816,316,322,1,130758.24
817,316,380,1,129190.02
818,316,251,2,107136.01
819,316,334,1,146758.91
820,317,360,2,24260.58
821,317,125,2,191668.58
822,317,46,3,118724.75
823,317,244,1,8123.81
824,318,98,3,185562.02
825,319,167,2,17448.92
826,320,141,1,88692.92
827,320,104,1,59275.63
828,320,278,2,146503.31
829,321,357,1,175127.82
830,321,395,3,124226.7
831,321,79,2,117712.55
832,322,178,2,202498.25
833,323,336,2,223256.52
834,323,208,1,58440.67
835,323,374,3,12526.67
836,323,121,3,72624.12
837,324,20,1,182631.87
838,324,3,1,7526.8
839,324,347,1,137186.09
840,324,100,2,196105.0
841,325,160,3,116411.44
842,325,285,3,36376.55
843,326,272,2,62763.18
844,326,366,3,135643.25
845,327,345,1,3634.44
846,327,234,2,134417.8
847,328,208,1,58440.67
848,329,20,1,182631.87
849,329,188,1,35013.84
850,330,387,3,60812.16
851,330,179,2,72910.11
852,331,52,2,193193.24
853,331,210,1,97334.98
854,331,95,1,49700.64
855,331,142,1,85943.57
856,332,97,2,124701.15
857,333,104,3,59275.63
858,333,252,3,186098.96
859,333,214,3,146526.82
860,334,211,2,4061.75
861,334,261,1,79486.07
862,334,97,1,124701.15
863,334,52,3,193193.24
864,335,234,2,134417.8
865,335,57,3,131451.16
866,335,115,3,58008.8
867,335,397,3,37758.94
868,336,32,1,129254.32
869,336,391,3,49496.26
870,336,161,2,98450.34
871,337,236,2,182898.47
872,337,291,1,103671.46
873,337,297,1,67730.03
874,337,213,2,16785.14
875,338,385,1,237554.64
876,338,283,1,89092.71
877,338,52,3,193193.24
878,339,358,1,178348.09
879,339,12,2,25200.8
880,340,327,3,93962.55
881,341,89,2,200852.0
882,341,178,1,202498.25
883,341,222,3,15887.34
884,341,259,3,267553.37
885,342,116,2,93394.61
886,342,147,2,46179.06
887,342,230,2,99627.55
888,342,327,2,93962.55
889,343,8,3,187839.72
890,344,356,1,193708.01
891,344,55,2,63638.65
892,345,360,1,24260.58
893,345,266,3,154737.92
894,345,271,2,39127.12
895,346,40,1,244240.57
896,347,89,2,200852.0
897,347,243,3,37577.05
898,348,22,1,150862.55
899,348,193,1,83074.26
900,348,6,3,136605.61
901,348,150,3,180012.96
902,349,270,1,94124.72
903,349,213,1,16785.14
904,350,164,1,73095.05
905,350,259,2,267553.37
906,351,165,2,75464.21
907,351,345,1,3634.44
908,352,164,2,73095.05
909,353,99,1,67013.23
910,353,96,1,65773.58
911,353,162,2,52286.3
912,354,126,2,176896.18
913,354,50,3,196418.36
914,354,343,1,55072.92
915,355,78,3,197988.01
916,355,383,2,183812.28
917,355,65,3,189259.53
918,356,197,3,155218.93
919,356,29,1,63287.15
920,357,193,1,83074.26
921,357,302,3,127736.26
922,357,365,2,116653.08
923,358,32,1,129254.32
924,359,315,3,92353.85
925,360,334,1,146758.91
926,361,301,2,112144.59
927,361,157,2,91158.49
928,361,259,2,267553.37
929,362,318,1,57516.99
930,362,356,2,193708.01
931,362,297,3,67730.03
932,362,389,1,223901.84
933,363,130,3,169159.49
934,364,322,2,130758.24
935,365,356,1,193708.01
936,365,306,2,17520.5
937,365,316,2,3769.9
938,366,82,1,102874.79
939,367,142,0,85943.57
940,367,198,3,169603.47
941,368,222,2,15887.34
942,368,339,1,10393.21
943,369,93,2,85322.12
944,369,137,3,134221.1
945,370,376,3,204960.25
946,370,10,3,228921.75
947,370,238,2,16422.19
948,371,95,1,49700.64
949,371,338,3,90146.38
950,371,33,2,28473.0
951,371,26,3,38469.74
952,372,305,1,198015.99
953,372,31,2,213222.88
954,373,52,1,193193.24
955,374,14,1,89932.3
956,374,108,3,227064.66
957,374,216,3,65676.87
958,375,294,1,193211.61
959,375,380,3,129190.02
960,375,160,2,116411.44
961,375,130,2,169159.49
962,376,387,1,60812.16
963,376,297,1,67730.03
964,376,212,2,167662.05
965,376,252,2,186098.96
966,377,367,3,228694.37
967,377,151,3,137308.73
968,378,307,2,50519.78
969,378,150,1,180012.96
970,378,376,2,204960.25
971,378,259,1,267553.37
972,379,164,1,73095.05
973,379,173,3,47377.77
974,379,383,1,183812.28
975,380,351,1,221689.4
976,380,94,1,211083.87
977,381,349,1,20709.51
978,381,70,3,92203.48
979,382,126,1,176896.18
980,382,386,2,80116.96
981,382,233,1,208635.04
982,383,107,1,33391.06
983,383,397,1,37758.94
984,383,210,1,97334.98
985,383,180,2,215596.8
986,384,141,3,88692.92
987,385,253,1,146101.92
988,385,389,2,223901.84
989,385,30,1,37942.17
990,386,79,2,117712.55
991,386,88,3,101192.35
992,386,319,3,38726.82
993,386,143,3,187703.44
994,387,148,3,206362.87
995,388,310,1,170497.76
996,388,278,2,146503.31
997,388,72,3,123267.08
998,389,152,1,184290.03
999,389,386,1,80116.96
1000,389,252,2,186098.96
1001,390,87,3,45719.31
1002,390,104,2,59275.63
1003,390,173,2,47377.77
1004,390,223,3,133823.09
1005,391,155,1,48337.64
1006,391,104,3,59275.63
1007,391,61,1,189942.13
1008,391,116,3,93394.61
1009,392,315,2,92353.85
1010,392,26,3,38469.74
1011,392,340,2,165052.47
1012,392,79,1,117712.55
1013,393,8,1,187839.72
1014,393,299,3,203148.18
1015,393,296,3,68855.2
1016,394,89,2,200852.0
1017,394,291,1,103671.46
1018,394,3,1,7526.8
1019,395,389,3,223901.84
1020,395,230,2,99627.55
1021,395,81,1,10899.5
1022,395,36,3,33385.5
1023,396,380,2,129190.02
1024,396,164,1,73095.05
1025,396,202,3,161677.95
1026,397,315,1,92353.85
1027,397,352,3,195040.51
1028,397,141,3,88692.92
1029,397,229,2,20447.16
1030,398,385,2,237554.64
1031,399,203,1,160317.19
1032,399,126,2,176896.18
1033,399,94,3,211083.87
1034,399,17,1,187307.96
1035,400,73,3,226665.36
1036,400,238,1,16422.19
1037,400,349,1,20709.51
1038,401,351,3,221689.4
1039,401,306,3,17520.5
1040,401,234,2,134417.8
1041,401,62,1,47437.51
1042,402,102,2,96364.66
1043,402,19,3,146352.25
1044,402,43,1,114531.37
1045,403,95,1,49700.64
1046,403,8,1,187839.72
1047,403,314,0,53745.02
1048,404,264,1,92901.53
1049,404,46,2,118724.75
1050,404,26,3,38469.74
1051,405,38,3,108041.96
1052,405,9,1,216809.67
1053,406,320,1,172820.69
1054,406,238,3,16422.19
1055,406,86,2,31662.6
1056,406,283,1,89092.71
1057,407,219,2,194332.13
1058,407,89,3,200852.0
1059,407,187,2,48772.65
1060,407,202,2,161677.95
1061,408,135,3,63733.13
1062,409,325,2,76663.93
1063,410,19,2,146352.25
1064,410,161,3,98450.34
1065,411,31,1,213222.88
1066,411,246,3,155067.32
1067,411,386,1,80116.96
